#{"t_start": 1599129303.3897023, "env_id": "DeeplengDocking-v1"}
-20991.389657,3,9642.805528
-29071.023074,18,9662.339365
-20536.393146,2,9665.467046
-20000,1,9667.55635
-20764.212183,3,9671.706326
-20000,1,9673.801329
-20000,1,9675.892222
-25229.887011,12,9689.266642
-25068.762613,11,9701.635056
-20000,1,9703.715068
-20000,1,9705.813096
-20000,1,9707.90522
-20853.524837,3,9712.079378
-20783.204757,2,9715.203645
-20000,1,9717.299084
-20424.051037,2,9720.423878
-21335.865049,4,9725.60502
-20000,1,9727.685003
-20546.944067,2,9730.807537
-20000,1,9732.897072
-20413.125256,2,9736.021732
-20000,1,9738.117338
-20000,1,9740.21422
-20000,1,9742.312847
-20594.335311,2,9745.435565
-22266.168441,6,9752.66789
-20000,1,9754.762749
-23380.381811,7,9763.020387
-20372.01019,2,9766.142888
-20000,1,9768.235374
-20000,1,9770.319859
-24574.728465,10,9781.65888
-28272.31838,16,9799.16123
-32959.727102,24,9824.869034
-21222.713495,3,9829.021268
-26901.054518,15,9845.493619
-20000,1,9847.586893
-26282.131245,13,9862.00101
-24443.768883,8,9871.290785
-22388.941522,5,9877.496147
-21777.754442,5,9883.703555
-22186.890072,5,9889.915398
-20546.70785,2,9893.039299
-20000,1,9895.129559
-20000,1,9897.228755
-20418.588703,2,9900.35318
-22801.928837,6,9907.58808
-20881.544461,3,9911.740121
-20000,1,9913.835168
-20000,1,9915.929436
-20000,1,9918.022954
-20729.116449,2,9921.151043
-20805.443677,3,9925.300858
-20000,1,9927.391415
-22324.303563,6,9934.62185
-21553.707164,4,9939.793579
-20368.621435,2,9942.917467
-20000,1,9945.011116
-20891.215346,3,9949.157444
-23487.62584,7,9957.385134
-20000,1,9959.475657
-20000,1,9961.575224
-24878.683319,10,9972.911177
-20575.319421,2,9976.033045
-20000,1,9978.125908
-22284.98277,5,9984.326803
-20416.427062,2,9987.441267
-20000,1,9989.535007
-20000,1,9991.62952
-20000,1,9993.722871
-20452.676135,2,9996.850842
-20000,1,9998.945569
-28364.405318,17,10017.467232
-23361.814797,8,10026.730743
-31590.060342,24,10052.455399
-24741.20775,10,10063.789794
-20939.985095,3,10067.941515
-20554.200329,2,10071.067513
-20000,1,10073.165025
-24659.028886,9,10083.46313
-22176.490859,5,10089.675736
-20435.051761,2,10092.80157
-20000,1,10094.897683
-21094.417287,3,10099.049084
-22733.036181,6,10106.281314
-20000,1,10108.378463
-20000,1,10110.47542
-20000,1,10112.533492
-20421.169257,2,10115.65043
-20000,1,10117.744741
-20000,1,10119.831898
-20000,1,10121.91884
-20000,1,10124.016662
-20000,1,10126.111606
-20000,1,10128.208908
-20000,1,10130.303377
-20000,1,10132.39822
-20000,1,10134.493997
-20000,1,10136.59676
-20000,1,10138.691662
-23144.397216,7,10146.957548
-20000,1,10149.053204
-20607.307315,2,10152.175461
-21500.778935,4,10157.35517
-21086.637191,3,10161.501846
-20000,1,10163.603785
-21622.574934,4,10168.786727
-20594.959755,2,10171.916962
-20456.572064,2,10175.038961
-20430.144179,2,10178.161291
-21791.94145,4,10183.329416
-20000,1,10185.425102
-20000,1,10187.519022
-20000,1,10189.623358
-22718.112987,6,10196.859957
-26652.865796,15,10213.329095
-20000,1,10215.423635
-20431.099892,2,10218.54686
-27242.626679,15,10235.040929
-20000,1,10237.117108
-20000,1,10239.216866
-22434.314061,6,10246.450807
-20000,1,10248.545598
-20000,1,10250.64346
-21257.144944,3,10254.800977
-20000,1,10256.879143
-20000,1,10258.977468
-20000,1,10261.071062
-20000,1,10263.167138
-20000,1,10265.265751
-20000,1,10267.345533
-20000,1,10269.441765
-27895.996468,15,10285.917064
-22222.679772,5,10292.085569
-20000,1,10294.179083
-20000,1,10296.273282
-22038.304419,5,10302.456662
-21178.344467,3,10306.605514
-20000,1,10308.699282
-20000,1,10310.795073
-21112.679027,3,10314.942722
-20000,1,10317.010319
-20000,1,10319.10995
-21183.758701,3,10323.256172
-20000,1,10325.357179
-24740.668851,10,10336.685143
-25256.022319,12,10350.091009
-26251.263556,14,10365.529842
-20000,1,10367.627795
-20357.983405,2,10370.74896
-20000,1,10372.845221
-24759.483634,11,10385.211169
-20000,1,10387.293275
-28293.323538,17,10405.789612
-21486.82355,4,10410.972856
-20000,1,10413.055489
-20914.14237,3,10417.207504
-20770.993614,3,10421.357123
-21070.405808,3,10425.507699
-20000,1,10427.607721
-20000,1,10429.708941
-22252.978653,6,10436.939463
-20773.570464,3,10441.093447
-20618.020882,2,10444.219069
-20000,1,10446.314814
-23236.97309,7,10454.548989
-20000,1,10456.645297
-21255.591765,3,10460.795412
-21482.702366,4,10465.949475
-20000,1,10468.049267
-20000,1,10470.144086
-20000,1,10472.238703
-20000,1,10474.333194
-21171.342328,3,10478.464341
-20000,1,10480.563344
-20000,1,10482.65706
-42775.903136,45,10529.933301
-22116.538068,5,10536.137432
-21571.894078,4,10541.317551
-20000,1,10543.407594
-34889.154922,29,10574.429005
-22126.708531,5,10580.615418
-25719.735559,12,10594.007029
-20000,1,10596.105144
-20000,1,10598.203686
-27956.723142,17,10616.705033
-20000,1,10618.796305
-20000,1,10620.890929
-20000,1,10622.988919
-23510.136034,8,10632.272361
-21193.70572,3,10636.415174
-20000,1,10638.506922
-21802.985435,5,10644.719104
-20412.34505,2,10647.837477
-25208.626211,12,10661.231104
-21558.488392,4,10666.407116
-20000,1,10668.500695
-20559.183955,2,10671.585097
-23022.313895,7,10679.842172
-20000,1,10681.939013
-22053.511386,5,10688.121215
-20888.306897,3,10692.275356
-20649.95673,2,10695.392036
-20000,1,10697.49152
-20000,1,10699.584964
-20000,1,10701.653214
-20000,1,10703.751292
-20706.718569,2,10706.883533
-21025.978368,3,10711.034223
-20516.078019,2,10714.151702
-20000,1,10716.24963
-20385.10093,2,10719.370317
-20000,1,10721.465582
-27573.935392,15,10737.931667
-20000,1,10740.026454
-20000,1,10742.121068
-20807.421785,2,10745.237445
-20000,1,10747.339233
-20000,1,10749.43926
-20554.18004,2,10752.557037
-20384.634625,2,10755.67914
-20000,1,10757.777219
-21534.397924,4,10762.948005
-20000,1,10765.039634
-20000,1,10767.135046
-20000,1,10769.229685
-20971.391709,3,10778.385553
-21022.31755,3,10782.533052
-25315.756054,12,10795.905788
-21625.184357,4,10801.083107
-22088.455008,5,10807.29118
-20000,1,10809.3833
-20000,1,10811.482494
-20000,1,10813.578893
-20000,1,10815.681035
-30202.912964,20,10837.273874
-20000,1,10839.369355
-20653.411514,2,10842.496738
-20000,1,10844.589082
-20379.001367,2,10847.717542
-20402.330938,2,10850.833428
-20000,1,10852.933051
-20000,1,10855.029522
-20367.222754,2,10858.14912
-21118.630312,3,10862.300733
-23005.139724,7,10870.568952
-20827.716074,3,10874.714947
-20000,1,10876.806627
-20996.608667,3,10880.949548
-21320.667372,3,10885.101442
-20376.258715,2,10888.20848
-22350.496512,5,10894.37021
-20000,1,10896.469064
-21027.358378,3,10900.62308
-20000,1,10902.716983
-20000,1,10904.813507
-20000,1,10906.908747
-20000,1,10909.00591
-20451.944781,2,10912.155722
-23940.529905,9,10922.457533
-28878.667141,19,10943.024719
-20408.11169,2,10946.151155
-20431.878351,2,10949.242971
-20000,1,10951.338534
-20000,1,10953.433014
-22683.892283,6,10960.651126
-22081.278832,5,10966.857779
-22642.787162,6,10974.096639
-20000,1,10976.191861
-23885.73677,10,10987.544784
-20000,1,10989.638227
-22544.271962,6,10996.85448
-20000,1,10998.952628
-21445.026184,3,11003.106446
-20740.810721,2,11006.230938
-20000,1,11008.331052
-20567.908545,2,11011.43724
-20000,1,11013.531193
-23489.772368,7,11021.783968
-23737.861659,9,11032.099083
-20000,1,11034.195625
-20000,1,11036.289635
-20000,1,11038.384989
-20982.634935,3,11042.54299
-20000,1,11044.636404
-22054.947523,5,11050.846947
-20000,1,11052.943424
-20000,1,11055.031288
-22455.299681,5,11061.243346
-20000,1,11063.339134
-20389.739802,2,11066.46302
-21258.285428,4,11071.642571
-20606.054051,2,11074.730757
-21105.523593,3,11078.881633
-20000,1,11080.983206
-20000,1,11083.080624
-20841.766356,3,11087.228328
-21392.78276,4,11092.405295
-20000,1,11094.503672
-20000,1,11096.593092
-20000,1,11098.697031
-20727.574454,3,11102.84723
-22448.615714,6,11110.066968
-26387.941314,14,11125.524776
-20709.958639,2,11128.644477
-22920.672853,7,11136.891083
-20417.099487,2,11139.980798
-20000,1,11142.070246
-22150.606454,5,11148.265327
-20000,1,11150.359431
-20000,1,11152.457025
-20000,1,11154.551074
-21205.747581,3,11158.700815
-21067.191729,3,11162.848552
-20000,1,11164.941311
-20877.835896,3,11169.091476
-23669.591876,7,11177.319497
-21826.65013,5,11183.524053
-20000,1,11185.62907
-22630.201524,6,11192.861187
-20000,1,11194.961388
-20625.434904,2,11198.084096
-20000,1,11200.183375
-21200.681114,4,11205.360897
-25094.74007,11,11217.716287
-20000,1,11219.813024
-21573.843064,4,11224.998539
-22828.484383,7,11233.257824
-20880.652933,3,11237.408443
-21387.125693,3,11241.557144
-21052.455969,3,11245.70268
-20000,1,11247.79949
-20000,1,11249.890996
-20000,1,11251.979194
-20000,1,11254.075265
-20000,1,11256.167566
-20785.483564,3,11260.30097
-20745.824071,2,11263.427016
-20402.293945,2,11266.547651
-20000,1,11268.645593
-22809.507511,6,11275.869638
-20482.627385,2,11278.987057
-20000,1,11281.072437
-20000,1,11283.166924
-20864.122866,3,11287.32101
-43675.299855,45,11334.589196
-20000,1,11336.691304
-20000,1,11338.789104
-24200.796939,9,11349.097002
-20000,1,11351.182508
-27359.267513,15,11367.653999
-20000,1,11369.757047
-20000,1,11371.853063
-20000,1,11373.944737
-20000,1,11376.045116
-22658.769316,6,11383.270625
-20993.963546,3,11387.412872
-20000,1,11389.511601
-20000,1,11391.613842
-31220.868916,23,11416.309741
-21461.705686,4,11421.475977
-20000,1,11423.568889
-20000,1,11425.663051
-21581.478396,4,11430.842949
-20000,1,11432.941638
-25241.275164,11,11445.294296
-20000,1,11447.389588
-20413.060234,2,11450.509159
-20000,1,11452.587396
-20454.771871,2,11455.714123
-22310.064646,6,11462.942004
-20000,1,11465.038861
-20000,1,11467.135154
-20000,1,11469.22716
-20000,1,11471.32735
-20000,1,11473.421506
-20000,1,11475.509948
-30617.358789,23,11500.139671
-21213.950009,3,11504.288996
-21162.394054,3,11508.435213
-22971.375297,7,11516.693806
-20000,1,11518.787199
-24203.484599,9,11529.087135
-20000,1,11531.180444
-20356.803779,2,11534.30491
-28096.564568,18,11553.853456
-20000,1,11555.94941
-21153.726537,3,11560.097231
-20000,1,11562.192526
-20000,1,11564.286522
-20000,1,11566.379494
-24704.384064,11,11578.742823
-20000,1,11580.841435
-20000,1,11582.940704
-20000,1,11585.039043
-20000,1,11587.133331
-20000,1,11589.232428
-20000,1,11591.333506
-22804.669437,7,11599.600342
-20000,1,11601.69706
-23734.86484,8,11610.99141
-20502.169747,2,11614.115714
-20000,1,11616.210574
-26893.65765,15,11632.688327
-22383.371299,6,11639.909822
-23188.699901,7,11648.16141
-20000,1,11650.257244
-20000,1,11652.355305
-28891.054538,17,11670.877441
-21150.345999,3,11675.033798
-20000,1,11677.125677
-21155.137836,3,11681.278788
-20000,1,11683.372827
-25470.166333,11,11695.72935
-20000,1,11697.816135
-20447.611312,2,11700.93692
-23914.828634,9,11711.249093
-21368.035821,3,11715.381449
-24697.66851,10,11726.705012
-20000,1,11728.795462
-20000,1,11730.891637
-25419.466822,11,11743.258436
-20000,1,11745.358293
-20000,1,11747.454976
-20000,1,11749.553076
-21832.041769,5,11755.715033
-20000,1,11757.811551
-22658.881416,7,11766.074939
-20000,1,11768.162898
-26164.21645,13,11782.585706
-21639.233418,4,11787.733607
-20545.47002,2,11790.86308
-20000,1,11792.95955
-20000,1,11795.055708
-21525.178919,4,11800.236511
-20391.56557,2,11803.356487
-20000,1,11805.443421
-23142.991943,8,11814.728964
-20000,1,11816.828838
-20000,1,11818.920908
-22574.106095,6,11826.157195
-20000,1,11828.255815
-20000,1,11830.347235
-20000,1,11832.438927
-20000,1,11834.536247
-20000,1,11836.636254
-20000,1,11838.734614
-22831.993838,7,11846.990923
-20000,1,11849.086829
-24960.286937,10,11860.426962
-20381.236893,2,11863.540972
-20000,1,11865.631014
-20000,1,11867.723225
-23368.663721,7,11875.987824
-21099.236516,3,11880.13301
-21148.719273,3,11884.285459
-21225.722911,3,11888.435295
-20000,1,11890.526997
-20000,1,11892.624242
-31356.152208,24,11918.325125
-23802.394795,9,11928.800422
-22636.567186,6,11936.019686
-21610.555802,4,11941.18537
-20000,1,11943.284058
-27712.307065,16,11960.796801
-22114.589924,4,11965.973328
-21563.699538,4,11971.140172
-20000,1,11973.227628
-20000,1,11975.317064
-22034.550059,5,11981.523224
-20000,1,11983.617408
-20000,1,11985.713469
-20000,1,11987.808947
-20000,1,11989.909819
-20000,1,11992.010414
-20821.066875,3,11996.146522
-20000,1,11998.241434
-20719.90971,2,12001.349144
-20000,1,12003.430218
-20000,1,12005.522228
-22090.72416,5,12011.717069
-20812.541068,3,12015.869227
-23251.170431,7,12024.137188
-20000,1,12026.230887
-21386.541016,4,12031.411105
-21429.98799,4,12036.569009
-20000,1,12038.665047
-20000,1,12040.759987
-21969.019374,5,12046.965108
-20000,1,12049.056965
-20000,1,12051.153027
-21025.407596,3,12055.308908
-22929.951789,7,12063.571136
-20000,1,12065.646788
-20000,1,12067.741405
-20565.493784,2,12070.853604
-20000,1,12072.948147
-22625.888988,6,12080.160826
-21313.845026,4,12085.345087
-22229.010874,5,12091.538698
-22330.546377,6,12098.759041
-20000,1,12100.859001
-20733.094402,2,12103.978509
-21503.27208,4,12109.163125
-20000,1,12111.247546
-24830.500235,10,12122.59352
-20907.524876,3,12126.74836
-20911.342003,3,12130.897254
-21450.81027,4,12136.069028
-20000,1,12138.166063
-20000,1,12140.260718
-20000,1,12142.361629
-20000,1,12144.454615
-20000,1,12146.550334
-23579.688621,7,12154.812867
-22637.505742,6,12162.030989
-20593.093603,2,12165.154884
-20000,1,12167.246893
-20000,1,12169.346917
-20000,1,12171.442894
-20000,1,12173.541003
-28753.830371,17,12192.068178
-31941.042825,23,12216.771361
-20000,1,12218.873123
-28695.65517,19,12239.428807
-22388.214541,6,12246.647063
-20000,1,12248.740247
-20435.504258,2,12251.845381
-20000,1,12253.943918
-20000,1,12256.040704
-20000,1,12258.144537
-20000,1,12260.244748
-20477.142275,2,12263.373669
-23666.033283,8,12272.659425
-21300.742881,3,12276.814333
-24268.930255,8,12286.105381
-20000,1,12288.197077
-21324.629164,3,12292.346973
-20000,1,12294.438945
-20000,1,12296.53693
-20000,1,12298.635485
-20000,1,12300.733017
-23317.137425,8,12310.015697
-20000,1,12312.112973
-21649.775069,4,12317.293554
-21370.33934,4,12322.478623
-20000,1,12324.582438
-20000,1,12326.678956
-21120.298271,3,12330.830994
-21703.650964,5,12337.035209
-20000,1,12339.121052
-20000,1,12341.220975
-20452.49109,2,12344.34514
-20000,1,12346.442807
-20000,1,12348.542946
-28559.820071,18,12368.118921
-22635.635677,6,12375.35
-21736.379748,4,12380.531285
-20550.427546,2,12383.653043
-20000,1,12385.745426
-20000,1,12387.849289
-21878.447988,4,12393.027066
-20372.395501,2,12396.149658
-20000,1,12398.247284
-20000,1,12400.342498
-20000,1,12402.440476
-20000,1,12404.532094
-22841.301914,6,12411.723395
-20000,1,12413.818416
-20000,1,12415.91849
-20000,1,12418.0156
-20000,1,12420.111588
-20000,1,12422.20511
-21245.864322,3,12426.353033
-21096.883181,3,12430.501851
-20000,1,12432.584864
-20000,1,12434.674659
-22129.585004,5,12440.862525
-20000,1,12442.966244
-21809.73509,4,12448.143597
-20000,1,12450.239108
-20000,1,12452.335567
-20000,1,12454.432966
-25014.898089,12,12467.814781
-20000,1,12469.911395
-20498.577781,2,12473.032579
-20000,1,12475.139632
-22468.092281,6,12482.374739
-28007.598706,17,12500.890904
-20000,1,12502.959484
-21830.448255,5,12509.161994
-20000,1,12511.259934
-20000,1,12513.360758
-20000,1,12515.461233
-20000,1,12517.560439
-21811.403057,5,12523.765215
-20000,1,12525.860925
-20000,1,12527.957634
-20000,1,12530.040837
-20000,1,12532.122254
-21333.135292,3,12536.269097
-20000,1,12538.363404
-20637.50446,2,12541.486844
-24472.793707,10,12552.820963
-20666.765655,2,12555.947393
-21009.897112,3,12560.101068
-20609.590386,2,12563.209382
-23147.657113,7,12571.464887
-22146.847932,6,12578.700994
-20000,1,12580.800821
-20000,1,12582.89574
-20000,1,12584.994837
-20000,1,12587.090964
-23706.395764,8,12596.361306
-21679.898237,5,12602.565654
-20499.369062,2,12605.691023
-20000,1,12607.795121
-23018.472383,6,12615.03607
-21264.085081,3,12619.183361
-20000,1,12621.27907
-20000,1,12623.370409
-20000,1,12625.466959
-20000,1,12627.551817
-23135.199175,7,12635.803439
-20000,1,12637.899476
-20000,1,12639.994148
-20367.671023,2,12643.118225
-20000,1,12645.212706
-21130.129023,3,12649.360697
-20428.944329,2,12652.485114
-22532.944584,6,12659.684149
-21136.63927,3,12663.814412
-23140.215201,6,12671.04074
-20000,1,12673.139731
-20604.500404,2,12676.26298
-20000,1,12678.357121
-26302.390467,12,12691.731604
-20000,1,12693.826998
-20000,1,12695.928063
-20000,1,12698.017821
-20400.69485,2,12701.134535
-20000,1,12703.225521
-21356.688065,4,12708.394405
-21076.443184,3,12712.549049
-25120.034669,11,12724.925533
-20000,1,12727.022925
-20000,1,12729.114818
-24127.979426,10,12740.454758
-20552.037836,2,12743.578066
-20000,1,12745.674045
-23643.99162,7,12753.924403
-31986.685749,24,12779.665479
-20000,1,12781.761101
-24111.618276,9,12792.088604
-20000,1,12794.185326
-21157.67625,4,12799.35042
-22118.470241,5,12805.559196
-20000,1,12807.659313
-20833.416406,3,12811.789641
-22185.909784,6,12819.018648
-21227.438981,3,12823.175039
-20545.48885,2,12826.298674
-20000,1,12828.394025
-20663.234274,2,12831.526931
-20458.22055,2,12834.652379
-20793.300105,3,12838.801543
-20000,1,12840.861262
-20000,1,12842.953081
-22387.065276,5,12849.15747
-21064.140331,3,12853.305335
-20000,1,12855.399234
-20565.601256,2,12858.523497
-20000,1,12860.621909
-20000,1,12862.722911
-20000,1,12864.818315
-33775.33733,28,12894.638938
-20383.501144,2,12897.762084
-22775.217652,6,12904.982987
-20547.7745,2,12908.103272
-20509.932132,2,12911.227502
-20000,1,12913.323699
-21082.119061,3,12917.477161
-21709.568011,4,12922.657696
-20000,1,12924.753195
-21291.366508,4,12929.935549
-21288.260794,3,12934.085555
-20458.032994,2,12937.212975
-20000,1,12939.306997
-20751.390974,2,12942.435368
-22626.162826,6,12949.668977
-35047.874121,30,12981.547193
-20436.853202,2,12984.668748
-20000,1,12986.753412
-21098.312316,3,12990.906982
-22474.380332,6,12998.126731
-20000,1,13000.22327
-20935.174629,3,13004.376987
-20000,1,13006.473871
-22027.734357,4,13011.647121
-28652.297849,19,13032.225195
-22559.239608,6,13039.453677
-20000,1,13041.54766
-20000,1,13043.642181
-20000,1,13045.738197
-20000,1,13047.832852
-25914.380657,12,13061.205166
-26989.709283,15,13077.681587
-20000,1,13079.779119
-20538.324316,2,13082.904922
-20000,1,13085.000884
-21504.46478,4,13090.177503
-20000,1,13092.27218
-20000,1,13094.366393
-20497.860998,2,13097.491372
-20000,1,13099.587309
-20000,1,13101.681545
-20000,1,13103.761608
-20000,1,13105.856897
-20000,1,13107.954834
-20729.555634,2,13111.045136
-22381.180929,6,13118.279658
-20000,1,13120.377012
-22012.954901,5,13126.585627
-20000,1,13128.681777
-23458.24159,7,13136.921555
-37186.828178,35,13173.950514
-21754.996007,4,13179.131502
-20000,1,13181.226856
-20000,1,13183.318841
-33699.264236,28,13213.135506
-20000,1,13215.227985
-20993.013155,3,13219.36619
-20000,1,13221.46089
-25442.905804,12,13234.847559
-35407.346741,30,13266.715191
-20000,1,13268.809358
-20000,1,13270.909187
-22108.776827,5,13277.29617
-20953.846683,3,13281.44467
-23434.909223,8,13290.700181
-20000,1,13292.793509
-20000,1,13294.883182
-25199.486063,10,13306.233459
-20000,1,13308.327693
-25658.556593,14,13323.751663
-20000,1,13325.840988
-20000,1,13327.933146
-20000,1,13330.028828
-22753.855729,6,13337.264575
-22622.27391,6,13344.503463
-20587.567948,2,13347.591084
-20893.081534,3,13351.741279
-20471.622501,2,13354.865559
-20000,1,13356.969203
-25847.594394,11,13369.337282
-21174.040841,4,13374.512944
-21354.122856,4,13379.694229
-22689.061487,7,13387.962906
-20000,1,13390.058967
-20000,1,13392.155259
-30602.575096,21,13414.772914
-22010.024333,5,13420.977162
-26889.376654,14,13436.440925
-20000,1,13438.531601
-20475.489506,2,13441.652919
-22762.407605,7,13449.903146
-21454.18723,4,13455.083163
-20000,1,13457.174887
-20000,1,13459.269219
-20984.916212,3,13463.417012
-20000,1,13465.513865
-21870.000523,4,13470.680118
-20000,1,13472.775716
-20000,1,13474.874126
-20000,1,13476.976061
-20000,1,13479.074397
-20000,1,13481.17617
-20000,1,13483.273459
-20000,1,13485.373091
-20000,1,13487.469129
-21163.110379,4,13492.641125
-20000,1,13494.743635
-26748.282295,15,13511.213224
-20000,1,13513.30984
-20534.881639,2,13516.434371
-20000,1,13518.530156
-21333.502893,4,13523.710954
-26453.470542,13,13538.118592
-20000,1,13540.21825
-20000,1,13542.313242
-20000,1,13544.407619
-20000,1,13546.499606
-20938.279827,3,13550.637938
-20444.77871,2,13553.76372
-22121.211628,5,13559.968746
-22867.328785,7,13568.210473
-22595.77237,6,13575.438991
-20000,1,13577.531034
-20000,1,13579.624894
-20000,1,13581.724296
-20000,1,13583.824671
-21628.885734,4,13589.001273
-20000,1,13591.09612
-20000,1,13593.171299
-20000,1,13595.268515
-21693.638963,4,13600.443076
-20603.31084,2,13603.565541
-23286.932569,7,13611.822527
-20000,1,13613.917196
-23103.058113,7,13622.178576
-21485.31882,4,13627.331078
-24733.356205,10,13638.654458
-20511.729426,2,13641.776445
-20000,1,13643.864898
-21339.700134,3,13648.019414
-20911.786066,3,13652.173372
-21454.760963,3,13656.307137
-24105.825587,9,13666.581463
-20874.297762,3,13670.738626
-20000,1,13672.827025
-22893.349772,7,13681.090956
-20000,1,13683.1851
-20000,1,13685.280068
-20000,1,13687.37946
-20580.454829,2,13690.499416
-20000,1,13692.599577
-27540.511915,16,13710.081711
-20000,1,13712.179108
-20000,1,13714.269563
-20693.957298,2,13717.3901
-20556.601995,2,13720.502779
-20000,1,13722.598404
-20000,1,13724.692899
-20000,1,13726.781147
-20702.544331,2,13729.888404
-20000,1,13731.981675
-20000,1,13734.072882
-20000,1,13736.166921
-20000,1,13738.263363
-20000,1,13740.359002
-20000,1,13742.452956
-23306.099312,8,13751.73323
-20543.904612,2,13754.837188
-20000,1,13756.935087
-20611.053622,2,13760.061109
-20000,1,13762.150542
-21041.273082,3,13766.297654
-20000,1,13768.393429
-20000,1,13770.488832
-21718.631428,4,13775.671123
-20000,1,13777.764791
-20000,1,13779.859039
-20000,1,13781.959647
-20365.72371,2,13785.067079
-20000,1,13787.165298
-23811.267475,9,13797.44964
-25470.943787,13,13811.866285
-26314.744465,13,13826.277675
-21072.40568,3,13830.423528
-20000,1,13832.519039
-20577.530395,2,13835.633078
-20000,1,13837.735376
-20000,1,13839.828893
-21170.684987,4,13845.010953
-20000,1,13847.109786
-20000,1,13849.207533
-20000,1,13851.2694
-20526.811338,2,13854.390629
-20000,1,13856.488828
-24078.690307,8,13865.783031
-20000,1,13867.879026
-23306.416917,6,13875.121179
-20000,1,13877.221174
-20000,1,13879.323009
-20000,1,13881.419105
-23720.231396,7,13889.665403
-20362.671858,2,13892.786459
-20000,1,13894.876396
-20000,1,13896.967676
-21384.737852,4,13902.144884
-20939.429119,3,13906.29128
-20000,1,13908.383519
-20000,1,13910.479026
-20000,1,13912.581149
-20000,1,13914.680276
-20000,1,13916.779208
-20000,1,13918.882851
-25173.849456,11,13931.259013
-21212.454434,4,13936.437046
-23369.15662,8,13945.729157
-21005.918992,3,13949.880085
-23822.029931,8,13959.170786
